Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,TEZ-1174,12718055,,Exception thrown when closing summary stream,,kamrul,Major,Open,,03/Jun/14 03:17,25/Aug/15 07:25,
Sub-task,TEZ-1955,12767601,12764256,Inconsistent synchronization of org.apache.tez.dag.app.rm.TaskSchedulerEventHandler.taskScheduler,,hitesh,Major,Resolved,Done,15/Jan/15 00:17,24/Aug/15 18:15,
Bug,TEZ-2737,12858022,,TestFetcher#testInputAttemptIdentifierMap timeout,,zjffdu,Major,Open,,22/Aug/15 02:10,22/Aug/15 02:10,
Sub-task,TEZ-2733,12857617,12844170,Add information about container assignment to attempts,bikassaha,bikassaha,Major,Open,,20/Aug/15 18:48,20/Aug/15 18:48,
Bug,TEZ-2541,12835671,,DAGClientImpl enable TimelineClient check is wrong.,pramachandran,pramachandran,Major,Closed,Fixed,05/Jun/15 10:17,20/Aug/15 06:30,
Bug,TEZ-2635,12848433,,Limit number of attempts being downloaded in unordered fetch,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,23/Jul/15 01:11,19/Aug/15 23:13,
Wish,TEZ-2729,12856923,,Standalone sample UI for running tez job analyzers,rajesh.balamohan,rajesh.balamohan,Major,Open,,18/Aug/15 14:02,18/Aug/15 14:09,
Bug,TEZ-2720,12856241,,Task user code exceptions may show up as TaskTerminationCause.FRAMEWORK_ERROR,,bikassaha,Major,Open,,14/Aug/15 18:44,14/Aug/15 18:44,
Bug,TEZ-2717,12855736,,DAG log shows it is succeeded but client get failure state,,zjffdu,Major,Open,,13/Aug/15 00:17,13/Aug/15 00:19,
Bug,TEZ-2685,12851480,,Tez 0.6.2 Release,jeagles,jeagles,Major,Closed,Fixed,04/Aug/15 19:29,12/Aug/15 21:29,
Bug,TEZ-2552,12837094,,CRC errors can cause job to run for very long time in large jobs,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,11/Jun/15 09:35,12/Aug/15 21:23,
Bug,TEZ-2509,12834422,,YarnTaskSchedulerService should not try to allocate containers if AM is shutting down,hitesh,hitesh,Major,Closed,Fixed,01/Jun/15 23:37,12/Aug/15 21:23,
Bug,TEZ-2600,12842709,,"When used with HDFS federation(viewfs) ,tez will throw a error",wisgood,wisgood,Major,Closed,Fixed,05/Jul/15 02:35,12/Aug/15 21:23,
Bug,TEZ-2489,12832900,,Disable warn log for Timeline ACL error when tez.allow.disabled.timeline-domains set to true ,lichangleo,hitesh,Major,Closed,Fixed,26/May/15 23:28,12/Aug/15 21:23,
Sub-task,TEZ-2549,12836928,12832813,Reduce Counter Load on the Timeline Server,jlowe,jeagles,Major,Closed,Fixed,10/Jun/15 19:24,12/Aug/15 21:23,
Bug,TEZ-2311,12820576,,AM can hang if kill received while recovering from previous attempt,zjffdu,jlowe,Major,Closed,Fixed,13/Apr/15 16:38,12/Aug/15 21:23,
Bug,TEZ-2534,12834985,,Error handling summary event when shutting down AM,zjffdu,zjffdu,Major,Closed,Fixed,03/Jun/15 09:54,12/Aug/15 21:23,
Bug,TEZ-2623,12845490,,Fix module dependencies related to hadoop-auth,rajatj,rajatj,Major,Closed,Fixed,16/Jul/15 06:14,12/Aug/15 21:23,
Sub-task,TEZ-2511,12834492,12724018,Add exitCode to diagnostics when container fails,zjffdu,zjffdu,Major,Closed,Fixed,02/Jun/15 06:34,12/Aug/15 21:23,
Bug,TEZ-2579,12841252,,Incorrect comparison of TaskAttemptId,zjffdu,zjffdu,Major,Closed,Fixed,29/Jun/15 07:08,12/Aug/15 21:23,
Bug,TEZ-2560,12838510,,fix tex-ui build for maven 3.3+,pramachandran,pramachandran,Major,Closed,Fixed,17/Jun/15 16:04,12/Aug/15 21:23,
Bug,TEZ-2636,12848669,,MRInput and MultiMRInput should work for cases when there are 0 physical inputs,sseth,sseth,Major,Closed,Fixed,23/Jul/15 19:38,12/Aug/15 21:23,
Bug,TEZ-2483,12832590,,Tez should close task if processor fail,zjffdu,daijy,Major,Closed,Fixed,26/May/15 01:07,12/Aug/15 21:23,
Improvement,TEZ-2715,12855639,,Add API to Reader classes to expose raw key bytes in addition to getCurrentKey,,rohini,Major,Open,,12/Aug/15 18:46,12/Aug/15 18:46,
Improvement,TEZ-2615,12844543,,Consider allocating completed fetcher memory to other running tasks for more in-memory fetches,,rajesh.balamohan,Major,Open,,13/Jul/15 03:54,11/Aug/15 23:30,
Sub-task,TEZ-2711,12855358,12722912,Tez fails to submit a job where user.name is not UGI user,,jlowe,Major,Open,,11/Aug/15 21:24,11/Aug/15 21:28,
Bug,TEZ-2706,12854002,,Provide session not running reason in SessionNotRunning exception string,,bikassaha,Major,Open,,10/Aug/15 22:19,10/Aug/15 22:19,
Sub-task,TEZ-2704,12853910,12770540,Fix version on tez job analyzer,,sseth,Major,Resolved,Done,10/Aug/15 18:00,10/Aug/15 18:49,
Sub-task,TEZ-2700,12852699,12844170,Add scheduling causal reason to attempts,,bikassaha,Major,Open,,06/Aug/15 21:06,06/Aug/15 21:06,
Bug,TEZ-2677,12850674,,NPE while submitting MRRSleepJob if tez.runtime.sort.threads is set,mitdesai,jlowe,Major,Open,,31/Jul/15 18:32,05/Aug/15 21:08,
Bug,TEZ-2689,12852331,,Add attempt identifier to DagIdentifier,,bikassaha,Major,Open,,05/Aug/15 18:13,05/Aug/15 19:34,
Bug,TEZ-2619,12844868,,TestFaultTolerance failing in builds,,hitesh,Major,Resolved,Duplicate,14/Jul/15 05:15,05/Aug/15 01:51,
Sub-task,TEZ-2682,12851054,12841513,Recovery event change affect Tez-UI,,zjffdu,Major,Open,,03/Aug/15 09:14,03/Aug/15 14:25,
Sub-task,TEZ-2640,12848740,12842187,Update jar licences,zjffdu,bikassaha,Major,Resolved,Fixed,23/Jul/15 23:44,02/Aug/15 04:02,
Sub-task,TEZ-2639,12848736,12842187,Update jar licences,bikassaha,bikassaha,Major,Resolved,Fixed,23/Jul/15 23:32,31/Jul/15 22:55,
Sub-task,TEZ-2681,12850714,12842187,Additional updates for minimal tarball LICENSE and NOTICE,hitesh,hitesh,Major,Resolved,Fixed,31/Jul/15 22:47,31/Jul/15 22:50,
Bug,TEZ-2680,12850696,,Support debugging container launch failures ,,hitesh,Major,Open,,31/Jul/15 20:32,31/Jul/15 20:32,
Bug,TEZ-2661,12850318,,Support multiple simultaneous history loggers,,hitesh,Major,Open,,30/Jul/15 17:59,30/Jul/15 17:59,
Improvement,TEZ-2659,12850161,,Enhance ATSImportTool to download additional data related to the job,,rajesh.balamohan,Major,Open,,30/Jul/15 04:53,30/Jul/15 16:00,
Bug,TEZ-2656,12849875,,java.lang.NoClassDefFoundError: org/apache/hadoop/service/AbstractService,,yueyangxingyu,Major,Resolved,Invalid,29/Jul/15 09:14,29/Jul/15 14:53,
Sub-task,TEZ-2649,12849673,12844170,Allow InputInitializers to receive and report based on task attempts,bikassaha,bikassaha,Major,Open,,28/Jul/15 17:13,28/Jul/15 17:13,
Sub-task,TEZ-2641,12848754,12842187,Update jar licenses,rajesh.balamohan,rajesh.balamohan,Major,Resolved,Fixed,24/Jul/15 00:56,27/Jul/15 22:09,
Sub-task,TEZ-2648,12849435,12844170,Allow Input/Processor/Output to specify their execution timeline,,bikassaha,Major,Open,,27/Jul/15 21:06,27/Jul/15 21:06,
Bug,TEZ-2642,12848944,,update LICENSE-minimal.txt in TEZ-2592,pramachandran,pramachandran,Major,Resolved,Duplicate,24/Jul/15 17:24,24/Jul/15 17:44,
Improvement,TEZ-2638,12848702,,Identify and act on hung tasks,,bikassaha,Major,Open,,23/Jul/15 21:17,23/Jul/15 21:17,
Sub-task,TEZ-2637,12848699,12756187,Speculation should consider if the task has received all input events,,bikassaha,Major,Open,,23/Jul/15 21:13,23/Jul/15 21:13,
Bug,TEZ-1766,12754058,,Running pig unit tests leaks few DAGAppMaster jvms,,rohini,Major,Open,,10/Nov/14 04:58,23/Jul/15 15:00,
Bug,TEZ-2631,12846705,,Add ChaosMonkey in AM for ChaosMonkey for recovery system test,,zjffdu,Major,Open,,21/Jul/15 22:10,21/Jul/15 22:20,
Bug,TEZ-1152,12716726,,Optimize broadcast join for scalability,,rajesh.balamohan,Major,Open,,27/May/14 04:33,21/Jul/15 20:57,
Bug,TEZ-2152,12778052,,http://tez.apache.org/tez_acls.html needs to be updated to explain use of ACLs with respect to Tez UI,hitesh,hitesh,Major,Resolved,Duplicate,26/Feb/15 22:53,15/Jul/15 22:56,
Sub-task,TEZ-2606,12843542,12843541,Cache-friendly data structure for sorting,ozawa,ozawa,Major,Resolved,Done,08/Jul/15 15:19,15/Jul/15 06:01,
Improvement,TEZ-2620,12844991,,Allow processors to request memory from the MemoryDistributor,,sseth,Major,Open,,14/Jul/15 16:13,14/Jul/15 16:13,
Bug,TEZ-2609,12843768,,Consider calling TaskReporter...->..heartbeat() when there are no more events to be processed in LogicalIOProcessorRuntimeTask,,rajesh.balamohan,Major,Open,,09/Jul/15 05:34,14/Jul/15 15:59,
Bug,TEZ-2587,12841842,,Tez should provide attemptId (or some other ways of linking multiple threads for the same task),sseth,sershe,Major,Open,,30/Jun/15 23:29,13/Jul/15 23:06,
